,City,Year,Month,AQI,Range,Air Quality level,PM2.5,PM10,SO2,CO,NO2,O3
0,阿坝州,2014,12,53,53~53,良,33,55,3,1,23,69
1,阿坝州,2015,01,32,24~38,优,20,27,4,0.545,14,53
2,阿坝州,2015,02,32,23~53,优,16,30,9,0.311,9,52
3,阿坝州,2015,03,33,27~57,优,14,28,8,0.34,7,61
4,阿坝州,2015,04,40,33~53,优,16,34,7,0.437,7,76
5,阿坝州,2015,05,37,28~54,优,17,29,9,0.313,11,72
6,阿坝州,2015,06,35,21~49,优,22,28,11,0.39,9,58
7,阿坝州,2015,07,42,25~62,优,19,29,6,0.371,8,78
8,阿坝州,2015,08,44,35~65,优,26,39,5,0.407,8,70
9,阿坝州,2015,09,44,29~53,优,27,41,5,0.521,6,55
10,阿坝州,2015,10,39,29~78,优,19,37,7,0.38,11,67
11,阿坝州,2015,11,37,29~50,优,15,31,8,0.314,16,69
12,阿坝州,2015,12,43,32~52,优,19,41,6,0.371,18,66
13,阿坝州,2016,01,41,32~58,优,23,38,8,0.71,18,74
14,阿坝州,2016,02,49,35~73,优,22,42,8,1.024,12,88
15,阿坝州,2016,03,53,35~62,良,21,39,6,0.819,14,100
16,阿坝州,2016,04,62,46~87,良,19,37,8,0.6,12,113
17,阿坝州,2016,05,58,43~82,良,17,33,7,0.671,11,108
18,阿坝州,2016,06,53,26~95,良,18,31,6,0.567,10,97
19,阿坝州,2016,07,46,25~77,优,15,26,8,0.552,9,86
20,阿坝州,2016,08,50,24~70,优,16,31,13,0.874,11,94
21,阿坝州,2016,09,35,22~60,优,11,22,12,0.773,10,65
22,阿坝州,2016,10,36,20~47,优,15,31,12,0.442,13,64
23,阿坝州,2016,11,47,29~58,优,22,48,14,0.533,17,62
24,阿坝州,2016,12,50,32~78,良,26,53,15,0.726,20,62
25,阿坝州,2017,01,42,34~50,优,14,26,11,0.655,14,84
26,阿坝州,2017,02,47,41~57,优,14,27,7,0.529,7,94
27,阿坝州,2017,03,63,48~82,良,15,30,7,0.487,8,115
28,阿坝州,2017,04,56,41~72,良,13,27,8,0.503,8,106
29,阿坝州,2017,05,57,30~86,良,12,22,8,0.552,7,106
30,阿坝州,2017,06,43,25~100,优,7,13,7,0.567,7,83
31,阿坝州,2017,07,50,19~81,优,5,14,7,0.558,8,94
32,阿坝州,2017,08,39,25~67,优,5,12,7,0.542,8,77
33,阿坝州,2017,09,32,19~47,优,5,13,7,0.547,7,64
34,阿坝州,2017,10,31,18~40,优,7,20,7,0.477,9,61
35,阿坝州,2017,11,37,21~45,优,17,30,12,0.623,12,72
36,阿坝州,2017,12,42,22~84,优,26,45,15,0.71,17,39
37,阿坝州,2018,01,46,34~99,优,21,40,13,0.632,14,83
38,阿坝州,2018,02,52,41~74,良,15,32,9,0.589,7,98
39,阿坝州,2018,03,56,46~76,良,9,17,7,0.416,7,107
40,阿坝州,2018,04,67,0~100,良,8,18,8,0.453,8,122
41,阿坝州,2018,05,56,0~84,良,7,21,7,0.442,8,104
42,阿坝州,2018,06,47,26~75,优,9,22,7,0.527,7,88
43,阿坝州,2018,07,35,25~50,优,12,23,7,0.539,6,69
44,阿坝州,2018,08,44,20~77,优,12,18,7,0.523,6,85
45,阿坝州,2018,09,32,17~48,优,8,14,6,0.47,6,63
46,阿坝州,2018,10,33,25~41,优,9,15,7,0.461,8,66
47,阿坝州,2018,11,34,23~54,优,19,28,7,0.538,13,63
48,安康,2014,12,104,104~104,轻度污染,66,157,54,2.1,41,66
49,安康,2015,01,147,59~273,轻度污染,112,149,54,2.339,32,51
50,安康,2015,02,100,46~153,轻度污染,74,111,30,1.496,24,83
51,安康,2015,03,78,35~160,良,54,88,20,1.429,21,92
52,安康,2015,04,66,39~126,良,31,64,19,1.18,14,111
53,安康,2015,05,75,43~128,良,45,70,21,1.139,14,113
54,安康,2015,06,57,33~91,良,30,48,14,0.823,11,98
55,安康,2015,07,69,44~105,良,31,48,12,0.655,8,121
56,安康,2015,08,59,34~87,良,26,40,15,0.645,8,106
57,安康,2015,09,62,32~98,良,38,54,17,0.793,11,96
58,安康,2015,10,66,32~133,良,44,68,20,0.919,18,82
59,安康,2015,11,56,26~99,良,37,54,28,1.243,21,40
60,安康,2015,12,130,57~232,轻度污染,98,139,36,1.613,32,46
61,安康,2016,01,135,47~236,轻度污染,101,129,40,2.052,32,57
62,安康,2016,02,107,47~356,轻度污染,77,115,26,1.9,24,77
63,安康,2016,03,89,54~186,良,61,108,27,1.229,26,104
64,安康,2016,04,63,39~89,良,36,58,17,1.377,17,103
65,安康,2016,05,74,44~165,良,38,63,17,1.019,13,121
66,安康,2016,06,66,28~108,良,24,38,10,0.663,8,117
67,安康,2016,07,49,26~84,优,22,37,8,0.568,9,90
68,安康,2016,08,59,31~98,良,30,42,16,0.516,11,106
69,安康,2016,09,63,32~97,良,35,51,24,0.603,20,103
70,安康,2016,10,43,25~74,优,25,41,22,0.706,20,59
71,安康,2016,11,65,24~112,良,45,71,17,1.12,27,43
72,安康,2016,12,102,66~147,轻度污染,76,109,16,1.565,37,40
73,安康,2017,01,116,51~317,轻度污染,79,106,26,1.806,30,54
74,安康,2017,02,81,53~139,良,60,83,20,1.371,28,70
75,安康,2017,03,62,43~89,良,36,59,17,1.032,24,104
76,安康,2017,04,65,37~95,良,25,49,11,0.85,19,112
77,安康,2017,05,73,36~128,良,32,54,13,0.674,18,117
78,安康,2017,06,71,28~109,良,25,43,11,0.757,14,120
79,安康,2017,07,67,33~123,良,19,34,8,0.774,12,118
80,安康,2017,08,62,27~88,良,21,39,10,0.897,14,114
81,安康,2017,09,47,23~90,优,23,38,9,0.967,18,71
82,安康,2017,10,43,20~77,优,24,37,8,0.848,19,51
83,安康,2017,11,79,42~145,良,57,83,19,1.09,28,39
84,安康,2017,12,108,65~195,轻度污染,81,126,26,1.339,46,20
85,安康,2018,01,95,35~175,良,70,101,23,1.268,39,60
86,安康,2018,02,93,0~287,良,68,100,18,1.139,28,81
87,安康,2018,03,64,36~92,良,37,70,18,0.919,26,102
88,安康,2018,04,65,34~112,良,28,67,15,0.62,19,110
89,安康,2018,05,65,29~97,良,31,67,9,0.59,17,97
90,安康,2018,06,68,38~101,良,25,50,7,0.68,16,114
91,安康,2018,07,55,28~95,良,21,41,9,0.587,13,100
92,安康,2018,08,69,34~106,良,25,44,8,0.742,13,121
93,安康,2018,09,50,25~85,优,18,36,9,0.697,17,84
94,安康,2018,10,54,40~79,良,30,55,13,0.71,25,72
95,安康,2018,11,56,23~100,良,36,65,15,0.948,31,41
96,阿克苏地区,2014,12,81,81~81,良,34,112,54,0.9,62,46
97,阿克苏地区,2015,01,81,52~102,良,39,111,36,1.177,46,44
98,阿克苏地区,2015,02,76,39~137,良,36,105,28,0.583,23,53
99,阿克苏地区,2015,03,254,121~461,重度污染,105,364,24,0.781,34,139
100,阿克苏地区,2015,04,220,94~384,重度污染,146,272,15,0.708,23,104
101,阿克苏地区,2015,05,148,54~500,轻度污染,77,197,12,0.452,16,73
102,阿克苏地区,2015,06,120,57~473,轻度污染,51,169,9,0.397,17,99
103,阿克苏地区,2015,07,134,72~228,轻度污染,69,210,8,0.542,22,151
104,阿克苏地区,2015,08,162,53~500,中度污染,75,211,7,1.094,24,128
105,阿克苏地区,2015,09,84,52~141,良,37,101,5,0.842,24,115
106,阿克苏地区,2015,10,115,63~233,轻度污染,71,162,15,0.833,46,100
107,阿克苏地区,2015,11,112,77~149,轻度污染,80,143,31,1.71,54,89
108,阿克苏地区,2015,12,112,46~172,轻度污染,84,105,38,2.052,58,71
109,阿克苏地区,2016,01,126,95~195,轻度污染,88,143,34,2.226,56,73
110,阿克苏地区,2016,02,171,66~500,中度污染,96,256,23,2.09,40,80
111,阿克苏地区,2016,03,257,70~500,重度污染,139,686,16,1.381,37,98
112,阿克苏地区,2016,04,140,84~498,轻度污染,68,202,9,0.62,29,142
113,阿克苏地区,2016,05,229,94~500,重度污染,134,316,7,0.439,26,153
114,阿克苏地区,2016,06,132,84~295,轻度污染,75,175,7,0.36,31,171
115,阿克苏地区,2016,07,104,70~185,轻度污染,66,137,6,0.335,23,129
116,阿克苏地区,2016,08,93,65~142,良,63,112,4,0.397,24,118
117,阿克苏地区,2016,09,93,59~325,良,41,130,4,0.377,23,102
118,阿克苏地区,2016,10,153,52~500,中度污染,69,240,9,0.661,37,83
119,阿克苏地区,2016,11,161,109~255,中度污染,105,261,23,1.62,55,57
120,阿克苏地区,2016,12,192,99~298,中度污染,148,247,23,2.481,57,39
121,阿克苏地区,2017,01,146,107~204,轻度污染,111,168,24,2.465,48,54
122,阿克苏地区,2017,02,188,53~500,中度污染,43,90,19,1.814,37,71
123,阿克苏地区,2017,03,221,67~500,重度污染,7,19,14,1.161,33,98
124,阿克苏地区,2017,04,140,66~500,轻度污染,17,52,8,0.613,21,122
125,阿克苏地区,2017,05,141,61~500,轻度污染,21,46,8,0.684,23,132
126,阿克苏地区,2017,06,84,61~117,良,31,80,7,0.597,18,131
127,阿克苏地区,2017,07,83,60~112,良,30,91,6,0.681,18,134
128,阿克苏地区,2017,08,76,50~114,良,28,77,4,0.881,20,125
129,阿克苏地区,2017,09,103,61~297,轻度污染,27,85,6,0.953,31,113
130,阿克苏地区,2017,10,153,82~325,中度污染,17,54,8,0.958,35,76
131,阿克苏地区,2017,11,123,76~182,轻度污染,47,109,14,1.617,55,61
132,阿克苏地区,2017,12,143,65~418,轻度污染,84,165,17,2.535,56,31
133,阿克苏地区,2018,01,127,0~194,轻度污染,71,208,13,1.861,44,66
134,阿克苏地区,2018,02,102,0~149,轻度污染,56,158,11,1.45,31,87
135,阿克苏地区,2018,03,15,0~185,优,7,24,10,1.045,34,95
136,阿克苏地区,2018,04,39,0~159,优,20,60,7,0.587,25,111
137,阿克苏地区,2018,05,46,0~278,优,17,47,6,0.442,19,124
138,阿克苏地区,2018,06,129,59~500,轻度污染,24,54,5,0.493,14,132
139,阿克苏地区,2018,07,92,67~158,良,33,76,5,0.458,17,137
140,阿克苏地区,2018,08,76,49~128,良,39,85,6,0.61,18,117
141,阿克苏地区,2018,09,95,45~188,良,37,114,6,0.527,23,86
142,阿克苏地区,2018,10,91,44~125,良,41,132,7,0.777,39,80
143,阿克苏地区,2018,11,114,52~235,轻度污染,72,167,9,1.21,39,61
144,阿里地区,2014,12,38,38~38,优,20,29,10,0.4,5,76
145,阿里地区,2015,01,41,34~59,优,23,32,16,1.106,15,78
146,阿里地区,2015,02,47,35~79,优,19,42,16,1.921,11,83
147,阿里地区,2015,03,50,40~84,优,13,33,17,2.748,9,95
148,阿里地区,2015,04,64,44~79,良,22,31,13,2.69,7,116
149,阿里地区,2015,05,45,32~68,优,16,27,10,1.468,5,88
150,阿里地区,2015,06,43,33~53,优,13,27,11,0.437,4,84
151,阿里地区,2015,07,41,22~73,优,20,39,13,0.352,5,62
152,阿里地区,2015,08,30,20~46,优,12,21,13,0.294,4,54
153,阿里地区,2015,09,29,18~43,优,14,18,10,0.32,7,56
154,阿里地区,2015,10,32,22~46,优,21,29,8,0.384,10,39
155,阿里地区,2015,11,41,21~70,优,23,40,14,0.657,16,38
156,阿里地区,2015,12,50,22~74,优,26,50,25,0.903,29,38
157,阿里地区,2016,01,46,30~90,优,26,44,24,0.935,20,33
158,阿里地区,2016,02,36,20~52,优,21,34,17,0.752,12,38
159,阿里地区,2016,03,34,20~53,优,19,33,16,0.629,12,38
160,阿里地区,2016,04,34,18~63,优,18,34,10,0.45,9,44
161,阿里地区,2016,05,38,26~51,优,19,36,8,0.6,11,52
162,阿里地区,2016,06,45,25~75,优,18,45,6,0.523,10,55
163,阿里地区,2016,07,31,15~69,优,17,27,7,0.316,9,46
164,阿里地区,2016,08,37,17~100,优,11,20,7,0.277,27,36
165,阿里地区,2016,09,37,29~56,优,18,32,7,0.357,8,62
166,阿里地区,2016,10,45,27~68,优,20,48,10,0.484,13,51
167,阿里地区,2016,11,51,36~68,良,21,50,34,0.787,28,83
168,阿里地区,2016,12,51,37~66,良,21,48,36,0.813,25,83
169,阿里地区,2017,01,46,39~53,优,15,29,25,0.687,19,91
170,阿里地区,2017,02,49,41~70,优,14,28,22,0.639,18,96
171,阿里地区,2017,03,50,39~66,良,16,28,15,0.606,16,98
172,阿里地区,2017,04,61,39~102,良,16,34,11,0.693,12,113
173,阿里地区,2017,05,72,53~103,良,12,39,9,0.474,16,127
174,阿里地区,2017,06,85,43~125,良,9,23,7,0.46,11,143
175,阿里地区,2017,07,58,38~98,良,5,13,7,0.265,10,109
176,阿里地区,2017,08,65,31~91,良,6,12,6,0.245,9,117
177,阿里地区,2017,09,72,38~117,良,6,15,4,0.493,15,126
178,阿里地区,2017,10,56,41~75,良,11,30,13,0.484,20,106
179,阿里地区,2017,11,44,39~60,优,16,32,19,0.623,26,83
180,阿里地区,2017,12,50,22~119,良,22,41,19,0.677,22,40
181,阿里地区,2018,01,42,0~86,优,23,45,18,0.594,20,78
182,阿里地区,2018,02,42,32~75,优,17,38,18,0.525,15,76
183,阿里地区,2018,03,47,33~74,优,16,39,19,0.529,17,85
184,阿里地区,2018,04,54,0~72,良,16,51,10,0.503,13,96
185,阿里地区,2018,05,70,49~95,良,22,65,8,0.561,13,119
186,阿里地区,2018,06,87,46~137,良,18,43,5,0.653,12,142
187,阿里地区,2018,07,68,36~109,良,11,21,8,0.6,11,120
188,阿里地区,2018,08,59,44~83,良,8,17,5,0.377,8,109
189,阿里地区,2018,09,51,37~62,良,5,11,4,0.487,5,99
190,阿里地区,2018,10,45,33~64,优,9,20,7,0.545,11,89
191,阿里地区,2018,11,37,28~45,优,10,25,12,0.648,17,72
192,阿拉善盟,2014,12,54,54~54,良,36,59,20,1.8,18,73
193,阿拉善盟,2015,01,66,43~112,良,39,78,24,1.203,17,79
194,阿拉善盟,2015,02,82,46~146,良,40,108,14,0.786,10,93
195,阿拉善盟,2015,03,89,52~316,良,35,121,11,0.861,9,111
196,阿拉善盟,2015,04,82,53~212,良,39,104,7,1.67,8,113
197,阿拉善盟,2015,05,85,55~183,良,37,99,4,0.761,6,119
198,阿拉善盟,2015,06,96,60~124,良,40,92,6,0.793,6,143
199,阿拉善盟,2015,07,88,61~121,良,41,72,4,0.8,7,145
200,阿拉善盟,2015,08,88,59~156,良,33,95,6,0.745,8,135
201,阿拉善盟,2015,09,71,48~113,良,35,61,5,0.743,21,117
202,阿拉善盟,2015,10,63,42~100,良,31,66,8,0.71,17,103
203,阿拉善盟,2015,11,61,32~82,良,38,68,11,0.853,19,82
204,阿拉善盟,2015,12,59,37~159,良,36,63,15,0.613,21,86
205,阿拉善盟,2016,01,52,38~75,良,30,49,20,0.619,14,85
206,阿拉善盟,2016,02,69,43~152,良,33,82,16,0.666,11,96
207,阿拉善盟,2016,03,89,47~181,良,44,118,11,0.639,11,114
208,阿拉善盟,2016,04,77,56~106,良,27,62,7,0.47,9,130
209,阿拉善盟,2016,05,100,52~380,良,37,96,6,0.4,8,137
210,阿拉善盟,2016,06,88,39~139,良,26,62,7,0.463,8,137
211,阿拉善盟,2016,07,93,59~122,良,29,56,7,0.571,9,148
212,阿拉善盟,2016,08,78,46~130,良,31,51,8,0.652,10,131
213,阿拉善盟,2016,09,71,52~84,良,26,43,8,0.537,10,123
214,阿拉善盟,2016,10,68,49~121,良,30,72,12,0.506,11,111
215,阿拉善盟,2016,11,71,40~152,良,30,86,18,0.627,14,99
216,阿拉善盟,2016,12,61,45~122,良,36,67,20,0.79,20,94
217,阿拉善盟,2017,01,67,41~195,良,34,82,21,0.742,17,90
218,阿拉善盟,2017,02,71,47~195,良,37,71,19,0.707,12,101
219,阿拉善盟,2017,03,68,50~152,良,38,61,11,0.765,11,112
220,阿拉善盟,2017,04,85,46~208,良,30,62,10,0.653,10,126
221,阿拉善盟,2017,05,129,63~500,轻度污染,41,94,9,0.526,8,138
222,阿拉善盟,2017,06,99,65~136,良,40,75,7,0.46,9,155
223,阿拉善盟,2017,07,91,55~144,良,34,67,9,0.474,9,149
224,阿拉善盟,2017,08,83,55~130,良,21,53,10,0.529,9,139
225,阿拉善盟,2017,09,73,50~100,良,27,56,10,0.5,9,127
226,阿拉善盟,2017,10,61,44~91,良,34,65,9,0.597,13,104
227,阿拉善盟,2017,11,60,44~99,良,32,67,11,0.713,14,95
228,阿拉善盟,2017,12,53,30~87,良,34,55,12,0.677,15,54
229,阿拉善盟,2018,01,66,43~109,良,42,73,14,0.768,16,84
230,阿拉善盟,2018,02,54,0~94,良,29,53,12,0.6,10,99
231,阿拉善盟,2018,03,62,0~158,良,31,72,11,0.529,10,115
232,阿拉善盟,2018,04,54,0~125,良,21,54,10,0.58,9,123
233,阿拉善盟,2018,05,69,0~125,良,24,62,8,0.465,8,144
234,阿拉善盟,2018,06,106,65~350,轻度污染,26,59,9,0.52,8,154
235,阿拉善盟,2018,07,107,73~275,轻度污染,32,64,8,0.661,8,159
236,阿拉善盟,2018,08,87,59~120,良,33,58,9,0.665,8,144
237,阿拉善盟,2018,09,64,43~83,良,26,46,9,0.567,8,115
238,阿拉善盟,2018,10,64,43~110,良,28,49,10,0.597,12,109
239,阿拉善盟,2018,11,71,40~412,良,30,83,10,0.576,13,88
240,阿勒泰地区,2014,12,42,42~42,优,15,30,30,2,28,83
241,阿勒泰地区,2015,01,43,32~66,优,20,30,54,2.01,27,73
242,阿勒泰地区,2015,02,46,37~53,优,16,28,33,1.293,17,90
243,阿勒泰地区,2015,03,49,38~86,优,13,23,24,0.906,11,94
244,阿勒泰地区,2015,04,52,40~73,良,12,30,11,0.743,7,100
245,阿勒泰地区,2015,05,44,35~55,优,9,28,9,1.19,6,87
246,阿勒泰地区,2015,06,60,44~75,良,9,27,13,0.883,7,111
247,阿勒泰地区,2015,07,65,45~93,良,11,30,12,0.91,10,118
248,阿勒泰地区,2015,08,57,39~76,良,11,37,15,0.684,16,105
249,阿勒泰地区,2015,09,48,26~67,优,9,25,6,1.473,15,75
250,阿勒泰地区,2015,10,36,25~44,优,12,25,6,0.858,21,66
251,阿勒泰地区,2015,11,35,22~64,优,13,17,12,1.04,18,58
252,阿勒泰地区,2015,12,50,22~73,良,20,21,25,1.297,39,52
253,阿勒泰地区,2016,01,53,34~90,良,23,24,29,1.332,42,56
254,阿勒泰地区,2016,02,48,33~78,优,20,27,28,0.962,36,60
255,阿勒泰地区,2016,03,41,28~59,优,13,20,13,0.8,24,73
256,阿勒泰地区,2016,04,52,39~92,良,7,15,5,0.453,13,99
257,阿勒泰地区,2016,05,52,38~72,良,8,19,3,0.345,13,100
258,阿勒泰地区,2016,06,53,41~76,良,8,15,8,0.47,12,101
259,阿勒泰地区,2016,07,49,36~56,优,8,15,4,0.571,10,96
260,阿勒泰地区,2016,08,50,31~67,优,8,27,5,0.568,9,96
261,阿勒泰地区,2016,09,12,0~55,优,3,11,2,0.12,5,23
262,阿勒泰地区,2016,10,24,0~51,优,8,17,7,0.5,14,40
263,阿勒泰地区,2016,11,39,19~70,优,21,27,23,1.083,26,46
264,阿勒泰地区,2016,12,53,30~82,良,25,29,34,1.371,39,56
265,阿勒泰地区,2017,01,53,30~97,良,28,28,51,1.597,39,58
266,阿勒泰地区,2017,02,45,32~67,优,21,28,35,1.504,33,69
267,阿勒泰地区,2017,03,53,38~80,良,28,40,26,1.029,27,87
268,阿勒泰地区,2017,04,49,26~81,优,9,21,6,0.527,6,96
269,阿勒泰地区,2017,05,60,37~98,良,10,35,5,0.603,8,107
270,阿勒泰地区,2017,06,55,40~65,良,8,21,3,0.487,11,106
271,阿勒泰地区,2017,07,52,39~79,良,8,19,4,0.384,6,102
272,阿勒泰地区,2017,08,47,30~62,优,8,20,4,0.484,12,93
273,阿勒泰地区,2017,09,35,23~48,优,8,22,3,0.55,13,70
274,阿勒泰地区,2017,10,40,0~54,优,8,20,3,0.439,14,80
275,阿勒泰地区,2017,11,40,32~50,优,14,21,6,0.643,23,75
276,阿勒泰地区,2017,12,48,20~84,优,20,29,12,0.881,32,58
277,阿勒泰地区,2018,01,48,35~60,优,23,26,19,0.865,35,70
278,阿勒泰地区,2018,02,45,0~65,优,15,17,20,0.543,29,91
279,阿勒泰地区,2018,03,58,0~80,良,8,14,7,0.565,14,110
280,阿勒泰地区,2018,04,64,0~87,良,6,16,3,0.52,7,115
281,阿勒泰地区,2018,05,61,0~90,良,6,20,2,0.648,7,110
282,阿勒泰地区,2018,06,62,48~89,良,5,21,6,0.563,8,114
283,阿勒泰地区,2018,07,53,38~75,良,5,16,8,0.584,10,101
284,阿勒泰地区,2018,08,45,0~58,优,5,7,5,0.529,2,88
285,阿勒泰地区,2018,09,33,22~42,优,5,15,6,0.817,9,65
286,阿勒泰地区,2018,10,29,0~44,优,6,20,9,0.8,11,53
287,阿勒泰地区,2018,11,28,20~40,优,8,16,10,1,16,44
288,安庆,2014,12,60,60~60,良,26,70,12,0.6,11,60
289,安庆,2015,01,88,38~184,良,65,90,18,2.326,39,68
290,安庆,2015,02,74,30~148,良,54,78,14,2.025,20,61
291,安庆,2015,03,66,23~119,良,46,70,13,1.726,20,64
292,安庆,2015,04,66,38~100,良,48,70,16,1.163,20,46
293,安庆,2015,05,98,32~218,良,72,94,23,0.719,31,65
294,安庆,2015,06,53,28~91,良,35,51,17,0.653,28,70
295,安庆,2015,07,51,27~85,良,32,46,15,0.465,24,56
296,安庆,2015,08,55,27~80,良,36,57,14,0.49,23,38
297,安庆,2015,09,59,26~90,良,42,54,18,0.677,21,48
298,安庆,2015,10,80,39~140,良,57,79,23,0.677,32,77
299,安庆,2015,11,78,27~187,良,49,66,22,0.86,40,98
300,安庆,2015,12,122,52~273,轻度污染,92,125,24,1.148,48,52
301,安庆,2016,01,114,49~319,轻度污染,86,110,24,0.897,47,42
302,安庆,2016,02,103,46~228,轻度污染,77,104,20,0.848,40,25
303,安庆,2016,03,108,33~208,轻度污染,79,110,21,0.926,57,33
304,安庆,2016,04,61,29~99,良,39,58,18,0.627,40,39
305,安庆,2016,05,71,33~120,良,51,72,18,0.59,35,83
306,安庆,2016,06,59,35~96,良,34,46,22,0.647,32,82
307,安庆,2016,07,58,37~95,良,22,31,14,0.561,28,104
308,安庆,2016,08,64,36~104,良,26,45,20,0.6,25,114
309,安庆,2016,09,72,24~127,良,37,56,21,0.643,28,113
310,安庆,2016,10,60,32~112,良,42,57,16,0.745,29,58
311,安庆,2016,11,85,30~166,良,62,86,19,0.88,43,66
312,安庆,2016,12,126,42~217,轻度污染,94,120,22,1.071,57,69
313,安庆,2017,01,130,40~285,轻度污染,99,116,22,1.01,44,76
314,安庆,2017,02,109,51~187,轻度污染,82,96,20,0.918,39,97
315,安庆,2017,03,87,45~147,良,62,83,15,0.803,39,101
316,安庆,2017,04,77,47~113,良,50,80,14,0.833,37,119
317,安庆,2017,05,89,44~157,良,48,72,12,0.813,33,133
318,安庆,2017,06,61,32~123,良,28,52,14,0.69,26,104
319,安庆,2017,07,50,31~91,良,28,48,15,0.5,26,89
320,安庆,2017,08,48,26~90,优,28,43,13,0.561,23,85
321,安庆,2017,09,56,30~85,良,34,50,11,0.75,25,86
322,安庆,2017,10,61,21~109,良,41,62,13,0.71,28,89
323,安庆,2017,11,98,27~182,良,72,109,15,0.767,52,84
324,安庆,2017,12,126,40~248,轻度污染,94,133,17,0.9,60,37
325,安庆,2018,01,120,30~270,轻度污染,89,94,13,0.861,50,76
326,安庆,2018,02,105,32~199,轻度污染,76,98,16,0.757,40,93
327,安庆,2018,03,76,41~109,良,50,63,12,0.713,38,112
328,安庆,2018,04,85,24~130,良,44,81,12,0.723,32,133
329,安庆,2018,05,72,0~148,良,32,52,10,0.719,26,125
330,安庆,2018,06,90,41~191,良,30,51,10,0.67,23,145
331,安庆,2018,07,60,37~127,良,22,42,9,0.59,22,108
332,安庆,2018,08,70,21~170,良,23,43,10,0.606,17,119
333,安庆,2018,09,66,29~122,良,28,48,10,0.637,20,114
334,安庆,2018,10,82,53~145,良,51,65,10,0.648,30,118
335,安庆,2018,11,61,20~139,良,42,58,8,0.769,34,74
336,安顺,2014,12,94,94~94,良,70,135,151,0.5,28,76
337,安顺,2015,01,59,30~127,良,40,65,81,1.087,25,68
338,安顺,2015,02,51,31~69,良,22,43,64,1.175,14,89
339,安顺,2015,03,60,35~91,良,37,58,39,0.868,14,98
340,安顺,2015,04,71,36~107,良,40,68,46,0.757,15,119
341,安顺,2015,05,59,39~94,良,27,47,28,0.565,8,108
342,安顺,2015,06,44,30~75,优,18,34,19,0.437,6,84
343,安顺,2015,07,65,26~105,良,25,52,22,0.455,11,114
344,安顺,2015,08,56,25~110,良,26,47,29,0.406,13,96
345,安顺,2015,09,42,26~117,优,26,42,22,0.36,11,46
346,安顺,2015,10,61,26~223,良,38,72,25,0.5,15,64
347,安顺,2015,11,43,26~79,优,24,42,20,0.56,15,47
348,安顺,2015,12,51,21~123,良,33,45,42,0.716,22,50
349,安顺,2016,01,44,23~89,优,27,36,36,0.874,20,56
350,安顺,2016,02,61,29~118,良,38,52,45,0.731,16,79
351,安顺,2016,03,50,26~77,优,30,43,24,0.681,17,83
352,安顺,2016,04,46,26~67,优,24,36,14,0.637,14,85
353,安顺,2016,05,50,20~80,良,24,38,11,0.561,11,91
354,安顺,2016,06,42,21~85,优,15,23,11,0.463,10,81
355,安顺,2016,07,38,27~57,优,13,20,7,0.416,8,76
356,安顺,2016,08,51,30~91,良,23,32,17,0.465,13,96
357,安顺,2016,09,63,36~94,良,38,52,18,0.533,16,104
358,安顺,2016,10,45,22~79,优,30,41,17,0.535,15,69
359,安顺,2016,11,41,23~62,优,24,34,29,0.663,16,60
360,安顺,2016,12,69,34~132,良,49,63,50,0.942,24,67
361,安顺,2017,01,54,27~100,良,37,44,32,0.765,19,48
362,安顺,2017,02,50,24~101,良,34,45,33,0.65,16,71
363,安顺,2017,03,45,27~82,优,26,37,30,0.639,18,72
364,安顺,2017,04,61,31~96,良,25,42,17,0.597,14,110
365,安顺,2017,05,59,25~95,良,25,40,12,0.606,14,107
366,安顺,2017,06,44,21~75,优,17,25,11,0.62,11,85
367,安顺,2017,07,40,19~90,优,18,31,11,0.545,11,76
368,安顺,2017,08,43,23~90,优,18,30,10,0.606,10,81
369,安顺,2017,09,46,27~88,优,25,38,10,0.66,10,81
370,安顺,2017,10,49,19~112,优,32,45,14,0.681,13,68
371,安顺,2017,11,70,25~152,良,52,77,27,0.783,20,76
372,安顺,2017,12,84,27~180,良,56,85,46,0.81,26,51
373,安顺,2018,01,60,27~110,良,42,55,35,0.887,21,57
374,安顺,2018,02,79,33~132,良,58,79,33,0.879,17,87
375,安顺,2018,03,73,34~140,良,46,68,19,0.726,17,109
376,安顺,2018,04,70,36~104,良,38,69,12,0.717,13,116
377,安顺,2018,05,57,30~114,良,30,48,9,0.552,11,101
378,安顺,2018,06,47,23~102,优,20,31,9,0.553,11,87
379,安顺,2018,07,40,27~94,优,15,22,6,0.565,8,76
380,安顺,2018,08,51,27~99,良,22,33,13,0.639,13,94
381,安顺,2018,09,35,21~65,优,14,21,10,0.553,9,66
382,安顺,2018,10,45,17~90,优,28,38,16,0.581,14,67
383,安顺,2018,11,45,20~98,优,28,38,24,0.648,19,61
384,鞍山,2013,12,97,97~97,良,43,144,59,2.4,33,34
385,鞍山,2014,01,99,53~213,良,69,119,83,2.858,30,45
386,鞍山,2014,02,142,58~323,轻度污染,107,172,115,3.511,35,60
387,鞍山,2014,03,112,54~273,轻度污染,82,142,78,1.861,40,91
388,鞍山,2014,04,105,71~195,轻度污染,71,147,41,1.42,39,121
389,鞍山,2014,05,86,45~195,良,51,103,21,1.342,30,125
390,鞍山,2014,06,88,51~185,良,59,96,18,1.96,28,113
391,鞍山,2014,07,87,52~174,良,56,89,15,1.632,21,122
